"","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"1716130","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.2923,-86.0245,NA,NA,NA,NA
"1716211","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.3818,-86.2935,NA,NA,NA,NA
"1716239","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1716346","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
"1716400","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
"1716456","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1716484","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.3469,-86.0694,NA,NA,NA,NA
"1716540","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.365,-86.2261,NA,NA,NA,NA
"1716623","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-26,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1716731","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Walton County",NA,30.274,-85.9961,NA,NA,NA,NA
"1716833","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Walton County",NA,30.3972,-86.3963,NA,NA,NA,NA
"1716941","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Walton County",NA,30.415,-86.243,NA,NA,NA,NA
"1716969","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1716997","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Walton County",NA,30.3469,-86.0694,NA,NA,NA,NA
"1717051","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Walton County",NA,30.365,-86.2261,NA,NA,NA,NA
"1717131","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1717185","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.3776,-86.1523,NA,NA,NA,NA
"1717214","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.2923,-86.0245,NA,NA,NA,NA
"1717269","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.3746,-86.1853,NA,NA,NA,NA
"1717321","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1717484","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1717568","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.365,-86.2261,NA,NA,NA,NA
"1717595","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.3612,-86.0957,NA,NA,NA,NA
"1717648","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-02,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1717677","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-06,NA,0,"female","adult","Walton County",NA,30.3813,-86.3593,NA,NA,NA,NA
"1717706","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-06,NA,0,"female","adult","Walton County",NA,30.3904,-86.2179,NA,NA,NA,NA
"1717760","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-06,NA,0,"female","adult","Walton County",NA,30.2923,-86.0245,NA,NA,NA,NA
"1717866","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-06,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1717996","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-06,NA,0,"female","adult","Walton County",NA,30.415,-86.243,NA,NA,NA,NA
"1718051","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-06,NA,0,"female","adult","Walton County",NA,30.3469,-86.0694,NA,NA,NA,NA
"1718205","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.3776,-86.1523,NA,NA,NA,NA
"1718232","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.2923,-86.0245,NA,NA,NA,NA
"1718305","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.3818,-86.2935,NA,NA,NA,NA
"1718333","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1718386","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
"1718439","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.415,-86.243,NA,NA,NA,NA
"1718466","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1718494","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-09,NA,0,"female","adult","Walton County",NA,30.3469,-86.0694,NA,NA,NA,NA
"1718697","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.2923,-86.0245,NA,NA,NA,NA
"1718751","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.3746,-86.1853,NA,NA,NA,NA
"1718796","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1718824","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.3972,-86.3963,NA,NA,NA,NA
"1718850","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
"1718877","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
"1718957","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.415,-86.243,NA,NA,NA,NA
"1718983","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1719012","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.3469,-86.0694,NA,NA,NA,NA
"1719139","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-14,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1719187","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-16,NA,0,"female","adult","Walton County",NA,30.3776,-86.1523,NA,NA,NA,NA
"1719360","Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex nigripalpus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-06-16,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
